Tid,Items
T161,"item26,item27,item34,item36,item70,item14,item10,item23,item12,item25,item32,item24"
T183,"item26,item25,item59,item12,item27,item14,item36,item10,item23,item68,item32,item45,item13,item35,item70,item11,item30"
T598,"item26,item25,item35,item59,item36,item10,item30,item28,item13,item68,item23,item70,item14,item27,item12,item11,item32,item34,item45"
T56,"item26,item25,item24,item13,item14,item23,item32,item10,item27,item70,item12,item36,item34,item59,item68,item45"
T86,"item26,item24,item68,item11,item13,item23,item70,item45"
T449,"item26,item24,item59,item30,item45,item13,item27,item32,item68,item23,item36,item35,item12"
T566,"item26,item24,item30,item23,item13,item14,item12,item68,item36,item59,item32,item11,item28,item45,item70,item27,item25,item10"
T376,"item26,item24,item11,item70,item14,item45,item25,item36,item59,item35,item68,item30,item10,item27,item28,item32"
T612,"item26,item23,item68,item35,item10,item14,item59,item34,item13,item32,item25,item24,item36,item12,item27,item45"
T626,"item26,item23,item45,item32,item11,item27,item28,item68,item59,item24,item34,item25,item35,item10,item36,item13"
T908,"item26,item23,item30,item14,item59,item10,item35,item27,item28,item13,item34,item32,item36,item70"
T557,"item26,item23,item11,item45,item36,item12,item24,item30,item32,item28,item13,item59,item68,item27,item70,item25,item34"
T392,"item26,item14,item36,item24,item45,item59,item35,item27,item68,item34,item25,item70,item13,item11,item10,item23,item32,item12"
T115,"item26,item14,item24,item28"
T725,"item26,item14,item24,item10,item70,item11,item25,item12,item27,item34,item13,item30,item35,item36,item68,item23"
T521,"item26,item13,item30,item12,item25,item11,item36,item70,item28,item59,item68,item14,item45,item35,item27,item34"
T593,"item26,item13,item27,item35,item28,item30,item36,item25,item24,item23,item11"
T341,"item26,item12,item28,item30,item70,item36,item10,item27,item32,item59,item68,item13,item14,item45,item34,item24"
T432,"item26,item12,item25,item14,item13,item30,item23,item34,item27,item10,item32,item28,item36,item11,item70,item59,item24,item68,item45,item35"
T412,"item26,item12,item24,item27,item23,item36,item34,item59,item10,item70"
T446,"item26,item12,item14,item30,item27,item13,item32,item34,item36,item45,item59,item10,item25,item24"
T744,"item26,item12,item14,item11,item32,item25,item34,item36,item30,item35,item45,item24,item28,item70,item23,item13,item27"
T589,"item26,item12,item11,item30,item25,item70,item59,item24,item32,item35,item45,item14,item10,item36,item34,item23,item13,item28,item68"
T457,"item26,item12,item11,item28,item30,item70,item68,item59,item27,item25,item13,item34,item32,item35"
T757,"item26,item12,item11,item27,item68,item14,item59,item23,item28,item10,item35,item36,item45,item70"
T670,"item26,item11,item27,item30,item68,item28,item13,item34,item12,item14,item25,item23"
T263,"item26,item11,item12,item27,item30,item35,item28,item68,item23,item45,item10,item59,item14,item32,item34,item24,item13,item25,item70"
T667,"item26,item11,item10,item34,item14,item45,item59,item12,item25,item24,item28,item35,item23,item13,item70,item68,item30,item32"
T94,"item26,item10,item32,item68,item36"
T817,"item26,item10,item32,item27,item45,item13,item30,item25,item70,item11,item68,item12,item23,item24,item28,item35,item59"
T222,"item26,item10,item28,item11,item68,item32,item12,item34,item24,item13,item35,item45,item59,item14,item25"
T459,"item25,item70,item14,item12,item10,item13,item35,item27,item26,item23,item34,item24"
T903,"item25,item68,item59,item23,item26,item10,item13,item27,item45,item12,item11,item34,item14,item35,item36,item32,item70"
T873,"item25,item68,item45,item14,item26,item30,item23,item32,item11,item34,item27,item13,item28,item70,item35,item59"
T971,"item25,item68,item36,item35,item59,item26,item10,item27,item14,item12,item34,item32,item13,item30,item23,item70"
T545,"item25,item68,item10,item13,item11,item23,item32,item26,item45,item36,item70,item35,item59,item34,item28,item27,item12,item30,item24,item14"
T634,"item25,item59,item36,item14,item23,item13,item10,item32,item34,item27"
T653,"item25,item59,item35,item14,item36,item27,item23,item12,item32,item24,item28,item13"
T330,"item25,item59,item27,item23,item45,item24,item32,item10,item68,item11,item26,item35,item12,item30,item34,item36,item28,item70,item14,item13"
T862,"item25,item59,item23,item68,item24,item30,item13,item32,item36,item70,item26,item28,item12"
T324,"item25,item59,item14,item68,item12,item27,item70,item11,item23,item28,item30,item13"
T475,"item25,item45,item59,item10,item36,item68,item27,item13,item14,item70"
T69,"item25,item45,item35,item70,item23,item68"
T350,"item25,item45,item28,item27,item36,item24,item68,item59,item70,item11,item23,item12,item14,item34,item30"
T382,"item25,item45,item27,item30,item68,item13,item34,item14,item24,item35,item26,item28,item59,item11,item23,item32,item70,item36"
T7,"item25,item36,item45,item68,item30,item23,item59,item11,item70,item26,item27,item35,item13,item10,item14,item24,item12,item34,item32,item28"
T716,"item25,item36,item27,item30,item14,item70,item12,item32,item45,item13,item26,item24,item28,item59,item10,item34,item11,item35,item23"
T856,"item25,item36,item14,item68,item35,item24,item23,item45,item28,item59,item13,item70"
T211,"item25,item35,item24,item70,item28,item68,item36,item10,item59,item45,item23,item13"
T604,"item25,item35,item12,item28,item45,item24,item10,item11,item68,item14,item32,item70,item34,item23,item27,item59,item13,item36"
T400,"item25,item35,item11,item14,item32,item59,item28,item30,item34,item68,item26,item36,item70,item10,item24,item45,item27"
T575,"item25,item34,item59,item11,item14,item35,item24,item68,item23,item70,item32,item36,item26,item28,item27,item13"
T317,"item25,item34,item27,item36,item32,item23,item70,item14,item30,item24,item59,item10,item13,item45,item35,item26,item28,item11"
T923,"item25,item34,item27,item28,item26,item68,item70,item23,item24,item59,item32,item36,item11,item35,item45,item12,item13,item14,item30"
T840,"item25,item34,item13,item28,item59,item45,item36,item23,item32,item14,item35,item26,item27"
T469,"item25,item32,item36,item10,item45,item14,item11,item59,item34,item28,item13,item26,item24,item70,item12,item30"
T219,"item25,item32,item23,item12,item59,item26,item45,item30,item13,item70"
T366,"item25,item30,item35,item28,item32,item70,item45,item10,item12,item36,item26"
T458,"item25,item30,item12,item59,item32,item28,item14,item36,item35,item10,item11,item23,item26,item34,item13,item24,item70,item27"
T74,"item25,item28,item70,item27,item45,item24"
T975,"item25,item28,item45,item23,item32,item35,item26,item14,item36,item34,item30,item27,item12,item11,item70,item59"
T625,"item25,item28,item24,item36,item27,item13,item45,item59,item32,item11,item70,item14,item34,item23,item35,item12,item30,item10"
T159,"item25,item27,item34,item12,item32,item14,item10,item23,item70,item35,item45,item24,item13,item68,item59,item30,item28,item11,item36,item26"
T261,"item25,item27,item28,item23,item14,item10,item34,item12,item32,item36,item24"
T483,"item25,item27,item12,item34,item35,item11,item14,item26,item24,item13,item70,item36,item32,item28,item68,item10,item59,item30,item45"
T375,"item25,item27,item12,item10,item24,item11,item28,item68,item34,item70,item45,item26,item35,item59"
T523,"item25,item26,item68,item12,item27,item30,item35,item13,item70,item28,item11,item45,item34,item10,item14"
T21,"item25,item26,item27,item10,item11,item59,item23,item34,item68,item45,item30,item36,item24,item13,item28,item32,item12,item14,item70,item35"
T243,"item25,item26,item13,item32,item36,item24,item68,item12,item23,item34,item30"
T139,"item25,item23,item32,item28,item45,item30,item11"
T775,"item25,item23,item26,item14,item32,item27,item45,item34,item30,item11,item68,item28,item36,item70,item13,item59,item35"
T348,"item25,item14,item30,item24,item11,item28,item23,item10,item26,item32,item70,item12,item35"
T815,"item25,item14,item27,item36,item45,item10,item32,item59,item28,item30,item35,item34,item70,item12,item68"
T99,"item25,item14,item10,item32"
T303,"item25,item13,item32,item70,item68,item11,item35,item14,item30,item28"
T755,"item25,item13,item32,item28,item59,item30,item10,item14,item27,item11,item26,item34,item70,item23,item68"
T720,"item25,item13,item14,item68,item70,item10,item27,item23,item11,item30,item59,item26,item34,item36,item45,item12,item28"
T562,"item25,item12,item59,item24,item68,item14,item27,item70,item23,item11"
T950,"item25,item12,item28,item11,item23,item32,item36,item26,item70,item30,item68,item45,item27,item13,item34,item14,item59,item10,item24,item35"
T249,"item25,item12,item26,item70,item27,item59,item30,item68,item34,item23,item24,item45,item14,item13,item11,item10,item28,item32,item36"
T59,"item25,item12,item10,item24,item11,item14,item59,item34"
T760,"item25,item11,item32,item30,item23,item45,item59,item28,item26,item27,item13"
T439,"item25,item11,item14,item36,item26,item68,item13,item45,item10,item35,item28,item59,item24,item23"
T910,"item25,item10,item35,item14,item34,item23,item12,item59,item70,item32,item45,item13,item26,item27,item24"
T806,"item25,item10,item13,item68,item14,item59,item12,item70,item26,item28"
T838,"item24,item70,item59,item45,item23,item10,item32,item13,item12,item11,item34,item25,item14,item28,item27,item26,item36,item30,item35"
T875,"item24,item70,item45,item36,item11,item30,item14,item68,item25,item35,item59,item10,item26,item12,item13,item32,item27,item34,item28"
T106,"item24,item70,item45,item28,item10,item25,item12"
T759,"item24,item70,item32,item25,item10,item34,item26,item11,item45,item68,item23,item35"
T226,"item24,item70,item10,item59,item34,item14,item28,item13,item25,item68,item36,item23,item30,item26,item12"
T5,"item24,item68,item25,item70,item59,item27,item23,item26,item11,item34,item36,item35,item13,item12,item28,item45,item10,item30,item14,item32"
T27,"item24,item59,item68,item36,item14,item70,item11,item13,item30,item34,item10,item45,item12,item25,item23,item27,item26,item32,item28,item35"
T216,"item24,item59,item36,item35,item30,item10,item13,item12,item27,item11,item25,item26"
T745,"item24,item59,item30,item45,item10,item12,item34,item13,item68,item36,item28,item25,item70,item35,item26,item32,item14,item23,item27"
T527,"item24,item59,item26,item28,item34,item11,item10,item13,item27,item45,item68,item14,item35,item30,item12,item36"
T693,"item24,item36,item45,item11,item30,item13,item35,item70,item68,item27,item14,item10"
T357,"item24,item36,item34,item14,item68,item27,item12,item32,item45,item23,item11,item26,item13,item30"
T758,"item24,item36,item11,item28,item12,item13,item45,item26,item30,item25"
T277,"item24,item35,item34,item11,item13,item32,item45,item23,item10,item14,item27,item68"
T938,"item24,item35,item28,item26,item11,item36,item68,item25,item30,item23,item32,item34,item12,item59,item10,item14,item13,item70"
T420,"item24,item35,item12,item26,item45,item36,item25,item10,item13,item70,item68,item23,item28"
T608,"item24,item34,item32,item27,item13,item68,item11,item26,item23,item35,item45,item28,item70"
T812,"item24,item34,item23,item32,item14,item59,item12,item11,item10,item30,item45,item28,item13,item36,item70,item35,item26"
T67,"item24,item34,item11,item26,item10,item12,item68"
T526,"item24,item32,item30,item70,item10,item27,item11,item23,item13,item25,item68,item26,item12,item45,item35,item36,item14"
T158,"item24,item32,item12,item59,item70,item23,item25,item13,item36,item14,item68,item28,item30,item45,item26,item34,item11,item10"
T424,"item24,item30,item59,item14,item36,item11,item12,item45,item23,item35,item27,item25,item34,item26,item32,item68,item28,item70,item10,item13"
T563,"item24,item30,item34,item45,item68,item25,item28,item70,item32,item26,item10,item27,item14,item13,item11,item59,item35"
T833,"item24,item30,item32,item23,item59,item13,item68,item11,item45,item35,item10,item36,item28,item70,item25,item34"
T419,"item24,item30,item11,item27,item25,item32,item59,item28,item23,item68,item12,item26,item36,item34,item35,item45,item13,item10"
T561,"item24,item28,item26,item13,item14,item36,item30,item23,item34,item11,item70,item35"
T162,"item24,item28,item23,item25,item11,item35,item30,item59,item10,item36,item68,item45,item13,item70,item34,item14,item12,item27,item26,item32"
T81,"item24,item27,item34,item45,item70,item35,item14,item10"
T3,"item24,item27,item23,item68,item13,item28,item34,item70,item25,item59,item10,item32,item12,item14,item36,item45,item11,item35,item30,item26"
T349,"item24,item26,item59,item10,item68,item23,item11,item13,item32,item25,item14,item45,item34,item30,item36,item35,item70,item28"
T201,"item24,item26,item36,item14,item68,item23,item30,item35,item13,item27,item11"
T939,"item24,item26,item34,item36,item45,item14,item28,item35,item70,item23,item27,item25"
T576,"item24,item26,item23,item27,item36,item14,item59,item68,item11,item45,item10,item13,item34,item35,item30,item12"
T306,"item24,item26,item13,item10,item32,item45,item28,item27,item68,item35,item59,item25,item34"
T329,"item24,item25,item34,item28,item26,item36,item13,item30,item70,item12,item68,item10,item35,item27,item11,item23,item14,item45,item32,item59"
T879,"item24,item23,item70,item10,item25,item28,item68,item12,item14,item36,item13"
T823,"item24,item23,item36,item26,item10,item13,item30,item12,item34,item11,item70,item14,item68"
T847,"item24,item23,item35,item30,item26,item25,item36,item68,item59,item32,item10,item13,item27"
T492,"item24,item14,item35,item12,item23,item28,item26,item10,item27,item59,item68,item70"
T240,"item24,item14,item11,item30,item68,item34,item13,item70,item35,item10,item36,item59"
T157,"item24,item13,item27,item59,item70,item23,item10,item28,item68,item30,item11,item26,item34,item14,item45"
T740,"item24,item13,item26,item14,item23,item11,item28,item10,item25,item12,item27,item34"
T110,"item24,item13"
T342,"item24,item12,item28,item27,item70,item26,item11,item32,item68,item23,item13,item25,item35,item14,item30,item10,item45,item34,item59,item36"
T70,"item24,item12,item27,item23,item10,item25,item35"
T834,"item24,item12,item10,item45,item11,item70,item26,item34,item28,item27"
T639,"item24,item11,item45,item30,item25,item34,item13,item26,item36,item10,item14,item23,item35"
T687,"item24,item11,item34,item36,item12,item10,item70,item35,item14,item45,item13,item25,item23,item32,item68"
T849,"item24,item11,item32,item25,item13,item70,item28,item34,item23,item30,item36"
T660,"item24,item10,item59,item35,item25,item28,item14,item27,item11,item12"
T147,"item24,item10,item28,item11,item27,item26,item30,item14,item32,item23,item25"
T461,"item23,item70,item59,item34,item68,item10,item28,item11,item25,item30,item27,item45,item12,item24,item36,item26,item13,item32"
T601,"item23,item70,item59,item32,item25,item13,item11,item28,item12,item36,item45,item26,item34,item27,item30,item24,item14,item35,item68"
T42,"item23,item70,item28,item11,item13,item24,item25,item36,item10,item32,item12,item34,item14,item35,item30,item68,item45,item59,item26,item27"
T946,"item23,item70,item27,item32,item59,item13,item30,item34,item10,item14,item26"
T405,"item23,item70,item14,item28,item59,item68,item36,item24,item26,item45,item11,item32,item34,item27,item13,item25,item12,item30,item35"
T929,"item23,item70,item13,item32,item24,item36,item25,item59,item35,item26,item27,item11,item10,item28,item68,item14,item30"
T652,"item23,item68,item24,item12,item28,item13,item59,item26,item14,item32,item10,item30"
T663,"item23,item45,item26,item35,item10,item28,item34,item25,item13,item30,item11,item24,item68,item12,item32,item59,item14,item27,item36"
T540,"item23,item45,item13,item27,item25,item30,item12,item36,item28,item14,item32"
T965,"item23,item36,item45,item68,item34,item32,item24,item27,item13,item30,item59,item11,item14,item10"
T88,"item23,item36,item24,item35,item34,item10"
T635,"item23,item34,item36,item14,item35,item27,item24,item10,item30,item25,item28,item13,item70,item68,item59,item11,item32,item26,item12,item45"
T121,"item23,item34,item27,item13,item28"
T236,"item23,item32,item36,item30,item24,item10,item25,item28,item45,item13,item35,item70,item59,item14,item11,item27,item68,item12,item26,item34"
T799,"item23,item32,item30,item34,item28,item24,item14,item10,item11,item35,item45,item36,item25,item59"
T282,"item23,item32,item26,item70,item11,item59,item27,item28,item10,item68,item13,item36,item35,item45,item34,item30,item24,item14,item25,item12"
T841,"item23,item32,item14,item36,item10,item24,item70,item59,item30,item11,item45,item26,item25,item27,item13,item34,item68,item12,item35,item28"
T13,"item23,item32,item14,item24,item27,item70,item35,item34,item30,item13,item36,item10,item11,item12,item26,item68,item45,item28,item59,item25"
T726,"item23,item30,item34,item27,item32,item35,item26,item13,item45,item25,item10,item28,item70,item59,item12,item11,item24,item68,item14"
T979,"item23,item30,item27,item25,item36,item32,item45,item14,item28,item70,item26,item24,item11,item13,item12,item59,item35"
T150,"item23,item30,item13,item36,item10,item26,item28,item25,item35,item45,item68,item34,item11,item27,item14,item24,item59"
T198,"item23,item28,item26,item32,item34,item35,item25,item59,item27,item30,item12"
T606,"item23,item28,item12,item14,item68,item30,item11,item25,item32,item34,item13,item24,item59,item27,item70,item35"
T356,"item23,item26,item24,item70,item68,item14,item12,item35,item34,item25,item36,item32"
T386,"item23,item25,item45,item10,item30,item68,item11,item35,item26,item59,item13,item24,item36,item28,item27"
T918,"item23,item24,item32,item30,item36,item12,item34,item68,item11,item28,item45,item13,item26"
T651,"item23,item24,item12,item30,item11,item27,item70,item36,item14,item26,item25,item59,item32,item10,item45"
T772,"item23,item24,item10,item68,item32,item13,item36,item70,item30,item35,item26,item25,item34,item45"
T425,"item23,item14,item45,item35,item36,item24,item59,item28,item25,item68,item34,item26,item32,item13,item12,item10,item11,item70,item30,item27"
T722,"item23,item14,item45,item34,item10,item32,item70,item12,item26,item13,item59,item28,item24,item11"
T831,"item23,item14,item45,item11,item34,item68,item13,item27,item24,item35,item59,item28,item70,item32,item26,item30,item12,item25,item36"
T358,"item23,item14,item24,item30,item27,item36,item12,item68,item11,item26,item28,item45,item35,item70,item34,item13,item32,item25,item59"
T438,"item23,item14,item10,item12,item36,item24,item32,item11,item25,item35,item27"
T802,"item23,item13,item70,item35,item10,item11,item26,item45,item24,item27,item32,item34,item14"
T203,"item23,item13,item28,item10,item26,item32,item68,item36,item24,item59,item30,item35"
T892,"item23,item13,item11,item32,item30,item26,item35,item12,item10,item24,item28,item34,item59,item45,item36,item25,item27,item68"
T368,"item23,item12,item45,item34,item36,item24,item30,item27,item59,item68,item70,item13,item26,item25,item32,item14,item10,item35,item28"
T867,"item23,item12,item32,item27,item59,item11,item26,item45,item30,item14,item10,item36,item70,item35,item68,item34,item13,item25,item24"
T558,"item23,item12,item25,item28,item68,item26,item70,item45,item14,item24,item36,item35,item27,item30,item11"
T999,"item23,item12,item14,item26,item13,item36,item59,item35,item70,item45,item30,item25,item32,item27,item34"
T45,"item23,item11,item34,item36,item24,item45,item25,item14,item26,item70,item27,item35,item10,item32,item13,item68,item28,item30,item12"
T323,"item23,item11,item30,item12,item14,item26,item70,item36,item25,item24,item35,item68,item34"
T326,"item23,item11,item14,item26,item13,item32,item30,item34,item27,item36,item35,item24,item68,item45,item70,item25"
T347,"item23,item11,item14,item26,item13,item30,item35,item59,item10,item70,item12,item68,item24,item32,item36,item27"
T292,"item23,item10,item68,item70,item45,item34,item35,item25,item30,item32,item24,item14,item26"
T280,"item23,item10,item24,item12,item59,item14,item26,item25,item35,item30,item70,item11,item32,item13,item45,item36,item28,item68"
T801,"item14,item70,item30,item35,item24,item34,item11,item68,item13,item25,item45,item12,item10,item32"
T874,"item14,item70,item30,item25,item11,item28,item12,item32,item10,item36,item59,item35,item23,item68,item13"
T104,"item14,item68,item70,item23,item32"
T752,"item14,item68,item59,item34,item70,item26,item13,item11,item24,item35,item28,item12,item36,item45"
T994,"item14,item68,item45,item10,item25,item11,item24,item27,item59,item70,item36"
T232,"item14,item68,item27,item28,item45,item30,item35,item25,item13,item34,item12,item59"
T850,"item14,item68,item26,item27,item23,item25,item28,item11,item35,item34"
T120,"item14,item59,item45,item12,item25,item68"
T555,"item14,item59,item34,item70,item11,item32,item36,item13,item35,item27,item12"
T767,"item14,item59,item26,item13,item36,item68,item10,item28,item11,item23,item70,item25,item27,item45"
T751,"item14,item45,item32,item11,item28,item36,item59,item23,item34,item13,item24,item30,item12,item25"
T807,"item14,item45,item11,item70,item26,item12,item30,item59,item10,item36,item34,item24,item23,item27,item32"
T613,"item14,item36,item68,item27,item23,item45,item30,item26,item13,item70,item32,item59,item34,item28,item24"
T518,"item14,item36,item59,item68,item11,item27,item32,item35,item24,item25,item30,item45,item26"
T707,"item14,item36,item27,item30,item59,item28,item70,item32,item35,item45,item10,item25,item13,item11,item24,item12,item23,item68,item26,item34"
T241,"item14,item35,item36,item68,item30,item45,item24,item12,item27,item32,item23,item34,item59,item10,item11"
T371,"item14,item35,item24,item28,item30,item13,item27,item34,item45,item12"
T949,"item14,item35,item24,item13,item25,item28,item32,item11,item59,item27,item30,item23,item12,item70,item68,item26,item36,item34,item45"
T23,"item14,item34,item68,item32,item27,item45,item24,item30,item23,item12,item25,item13,item28,item35,item10,item11,item70,item36,item26,item59"
T118,"item14,item34,item59,item27,item32,item11"
T247,"item14,item34,item27,item10,item32,item24,item23,item68,item28,item30,item11,item12"
T98,"item14,item34,item12,item32"
T919,"item14,item32,item27,item36,item59,item34,item35,item23,item70,item25,item24,item45,item68,item12,item13,item30"
T666,"item14,item32,item26,item11,item24,item70,item12,item13,item59,item35,item23"
T645,"item14,item30,item59,item10,item23,item13,item35,item24,item68,item28"
T242,"item14,item30,item26,item35,item27,item32,item11,item10,item36,item28,item13,item70,item68,item25,item12,item34,item24,item23,item45"
T64,"item14,item28,item59,item23,item25,item36,item11"
T509,"item14,item28,item32,item35,item30,item26,item70,item34,item23,item24,item12,item13,item36"
T953,"item14,item27,item35,item13,item36,item34,item28,item30,item24,item68,item45,item23"
T58,"item14,item26,item45,item36,item70,item13,item10,item11"
T539,"item14,item26,item32,item59,item11,item35,item36,item34,item10,item70,item45,item28,item25,item12,item13"
T814,"item14,item26,item25,item35,item59,item68,item23,item36,item12,item30,item45,item24,item70,item11"
T786,"item14,item26,item24,item32,item10,item27,item68,item23,item70,item34,item11,item59"
T333,"item14,item26,item12,item30,item70,item25,item10,item34,item68,item35"
T674,"item14,item26,item12,item13,item45,item68,item30,item59,item25,item27,item32,item36,item10,item34"
T886,"item14,item26,item11,item35,item32,item70,item30,item23,item24,item28,item27,item12,item25"
T485,"item14,item25,item70,item26,item12,item13,item68,item24,item28,item45"
T40,"item14,item25,item45,item34,item30,item59,item68,item11,item70,item23,item10,item24,item12,item13,item26,item36,item35,item27,item32,item28"
T484,"item14,item24,item36,item32,item68,item26,item27,item11,item30,item59,item25,item12,item70,item28,item34,item10,item23,item13,item35,item45"
T656,"item14,item24,item34,item68,item10,item36,item59,item70,item11,item12,item27,item32,item13,item25,item35,item45"
T352,"item14,item24,item28,item45,item23,item30,item27,item12,item35,item70,item26,item68,item11,item34,item59,item13,item10,item36,item25"
T281,"item14,item24,item11,item25,item12,item35,item28,item45,item32,item36,item34,item59"
T967,"item14,item23,item45,item25,item36,item35,item34,item59,item13,item10"
T33,"item14,item23,item32,item26,item59,item68,item11,item13,item27,item45,item12,item25,item10"
T462,"item14,item23,item30,item26,item12,item11,item24,item13,item10,item36,item27,item34,item59,item32,item68"
T997,"item14,item23,item25,item68,item36,item45,item27,item32,item10,item12,item35,item24,item34,item11,item30,item59,item28,item13,item26,item70"
T225,"item14,item23,item25,item24,item59,item30,item68,item70,item34,item13,item45,item12,item28"
T450,"item14,item23,item12,item13,item27,item25,item30,item70,item34,item35,item45"
T582,"item14,item13,item24,item70,item45,item59,item34,item10,item28,item68,item27,item35,item25,item11,item23,item26,item32,item36,item12"
T643,"item14,item13,item12,item36,item32,item25,item24,item45,item68,item35,item34,item59"
T506,"item14,item12,item34,item70,item23,item13,item27,item45,item10,item24,item35,item11,item32,item28,item59,item68"
T291,"item14,item12,item25,item36,item28,item32,item68,item23,item59,item26,item27,item24,item11,item35"
T894,"item14,item11,item68,item34,item27,item36,item25,item12,item32,item35,item10,item23,item70,item13,item24,item26"
T736,"item14,item11,item45,item70,item32,item59,item25,item36,item27,item26,item23,item13,item30,item12"
T661,"item14,item11,item28,item45,item35,item70,item30,item12,item27,item68,item59,item36,item23,item34"
T467,"item14,item11,item25,item34,item36,item23,item26,item45,item30,item59,item27,item70,item12,item35,item32,item24,item68"
T998,"item14,item10,item25,item27,item35,item13,item32,item11,item12,item28,item70,item68,item36,item24,item30,item34"
T996,"item14,item10,item11,item12,item45,item13,item36,item59,item23,item68,item27,item35,item30,item34"
T913,"item13,item70,item68,item30,item27,item36,item14,item34,item26,item25,item23,item59"
T11,"item13,item70,item27,item32,item24,item59,item28,item11,item23,item10,item25,item14,item30,item45,item12,item36,item26,item68,item35,item34"
T824,"item13,item68,item14,item35,item28,item11,item34,item10,item12,item59,item30,item32,item23,item27,item45,item25,item26,item70,item36,item24"
T228,"item13,item45,item68,item70,item32,item26,item23,item27,item28,item12,item24,item14,item10,item30"
T128,"item13,item45,item32,item12"
T866,"item13,item45,item26,item24,item10,item32,item12,item34,item35,item23"
T768,"item13,item36,item59,item27,item28,item10,item12,item70,item24,item34,item14,item23,item11"
T401,"item13,item36,item14,item35,item32,item27,item12,item10,item59,item34,item70,item23"
T909,"item13,item36,item14,item27,item35,item30,item45,item24,item34,item70,item10,item59,item25,item68,item12,item28,item11"
T709,"item13,item36,item10,item68,item30,item11,item28,item24,item27,item14"
T202,"item13,item35,item32,item45,item26,item36,item27,item70,item34,item12,item24,item10,item28"
T321,"item13,item35,item32,item14,item30,item27,item70,item34,item11,item59"
T89,"item13,item34,item70,item25,item27"
T513,"item13,item34,item35,item24,item23,item11,item10,item32,item70,item14,item12,item26"
T711,"item13,item34,item23,item70,item28,item25,item11,item26,item59,item68"
T125,"item13,item34,item14,item23"
T588,"item13,item32,item70,item35,item36,item34,item26,item45,item12,item68,item30,item14,item28,item23,item10,item59,item25,item24,item27,item11"
T655,"item13,item32,item70,item23,item30,item24,item68,item35,item36,item28,item14,item12,item34,item10,item11,item25,item27"
T594,"item13,item32,item59,item23,item34,item25,item12,item14,item35,item26,item11,item45,item30,item24,item10,item68,item70,item36,item27"
T256,"item13,item32,item30,item28,item25,item59,item23,item36,item12,item26,item70,item45,item14"
T854,"item13,item32,item10,item28,item24,item25,item30,item14,item23,item26,item12,item59"
T486,"item13,item30,item45,item68,item25,item27,item35,item36,item32,item34,item14,item26,item59,item12,item70,item10,item11,item28,item24"
T668,"item13,item30,item32,item25,item27,item68,item34,item28,item23,item12,item59,item70,item24"
T299,"item13,item28,item30,item70,item59,item27,item10,item26,item45,item35,item14,item32,item24,item34,item25,item36,item12,item11"
T173,"item13,item28,item25,item11,item34,item68,item32,item30,item14,item45,item70,item10,item12,item27,item24,item59,item35"
T113,"item13,item25,item32,item35,item26,item24,item68,item70,item10"
T354,"item13,item25,item27,item28,item14,item30,item68,item11,item36,item26,item70,item23,item10,item34,item35,item59,item32,item24"
T665,"item13,item25,item24,item11,item10,item23,item70,item27,item68,item34"
T129,"item13,item24,item70,item12,item36,item35,item11"
T749,"item13,item24,item68,item70,item59,item35,item25,item28,item27,item36,item12,item23,item14,item10,item32,item26,item30,item11,item45"
T735,"item13,item24,item34,item10,item35,item32,item26,item36,item12,item68,item23,item14,item45,item70,item59,item30,item11,item28"
T917,"item13,item24,item32,item11,item28,item68,item10,item36,item59,item14,item35,item30,item45,item70,item27,item34,item25"
T266,"item13,item24,item28,item59,item11,item36,item35,item34,item12,item30,item68,item14,item10,item25,item32,item45,item70,item27"
T404,"item13,item24,item27,item36,item45,item68,item28,item14,item70,item30,item32"
T82,"item13,item24,item23,item28,item32,item26,item14,item34"
T685,"item13,item23,item32,item26,item10,item28,item34,item68,item45,item27,item25,item59,item36,item12,item24,item70,item35,item14,item30"
T865,"item13,item23,item27,item45,item14,item30,item70,item36,item25,item12,item35,item24"
T294,"item13,item23,item25,item28,item14,item24,item70,item30,item26,item68,item11,item35,item10,item59,item34"
T477,"item13,item23,item11,item27,item12,item25,item70,item30,item35,item10,item14"
T164,"item13,item14,item45,item25,item34,item26,item36,item24,item32,item30,item70,item10,item59,item12,item35,item11,item68,item28,item23,item27"
T431,"item13,item12,item59,item14,item28,item45,item11,item68,item34,item32,item30,item35,item27,item36,item26,item24,item10"
T220,"item13,item11,item36,item28,item10,item70,item24,item68,item26,item32,item25,item59,item14,item45,item30"
T704,"item13,item11,item25,item36,item10,item30,item12,item24,item28,item45,item35,item70,item14,item32,item23,item34,item68,item59,item26"
T596,"item13,item11,item23,item10,item70,item26,item36,item14,item35,item34,item28,item68,item30,item32,item12,item25,item24,item27,item59,item45"
T832,"item13,item10,item32,item11,item35,item23,item70,item30,item14,item12"
T952,"item13,item10,item24,item14,item34,item30,item59,item36,item26,item70,item28,item35,item12,item32,item27,item25,item45,item68,item11"
T641,"item12,item70,item34,item25,item10,item14,item13,item11,item32,item35"
T783,"item12,item70,item34,item13,item27,item25,item45,item30,item11,item23,item59,item28,item24,item35,item14,item68"
T381,"item12,item70,item32,item28,item13,item25,item10,item59,item11,item23,item24,item26,item35,item36,item27,item34"
T415,"item12,item70,item28,item26,item32,item45,item14,item59,item68,item24,item30,item27,item25,item13,item35,item11,item23,item36,item34,item10"
T577,"item12,item70,item14,item30,item32,item34,item35,item26,item59,item45,item25,item13,item36,item68,item11,item27"
