,Tid,Items
346,T166,"['item70', 'item30', 'item35', 'item68', 'item25', 'item12', 'item32', 'item27', 'item34', 'item36', 'item28', 'item23', 'item24', 'item10', 'item13', 'item45']"
347,T520,"['item59', 'item70', 'item35', 'item14', 'item30', 'item68', 'item25', 'item26', 'item34', 'item27', 'item36', 'item28', 'item23', 'item11', 'item24', 'item10', 'item13', 'item45']"
348,T445,"['item59', 'item70', 'item30', 'item35', 'item68', 'item25', 'item12', 'item32', 'item26', 'item34', 'item11', 'item36', 'item24', 'item10', 'item45']"
349,T223,"['item59', 'item70', 'item35', 'item68', 'item12', 'item34', 'item36', 'item28', 'item11', 'item10', 'item45']"
350,T573,"['item59', 'item70', 'item35', 'item25', 'item32', 'item27', 'item34', 'item26', 'item36', 'item11', 'item24', 'item10', 'item13']"
351,T964,"['item59', 'item70', 'item14', 'item30', 'item25', 'item12', 'item32', 'item26', 'item34', 'item27', 'item11', 'item28', 'item23', 'item36', 'item24', 'item10', 'item13', 'item45']"
352,T314,"['item70', 'item14', 'item68', 'item32', 'item26', 'item27', 'item34', 'item28', 'item23', 'item10', 'item45']"
353,T813,"['item59', 'item70', 'item35', 'item14', 'item30', 'item68', 'item12', 'item32', 'item27', 'item34', 'item26', 'item36', 'item11', 'item24', 'item10', 'item13']"
354,T948,"['item70', 'item14', 'item35', 'item32', 'item27', 'item34', 'item26', 'item36', 'item25', 'item13']"
355,T731,"['item59', 'item70', 'item12', 'item32', 'item26', 'item34', 'item27', 'item11', 'item28', 'item24', 'item10', 'item13']"
356,T171,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
357,T826,"['item59', 'item70', 'item35', 'item14', 'item68', 'item25', 'item12', 'item32', 'item34', 'item36', 'item11', 'item23', 'item28', 'item24', 'item10', 'item13', 'item45']"
358,T489,"['item59', 'item35', 'item14', 'item68', 'item32', 'item11', 'item28', 'item36', 'item25', 'item45']"
359,T516,"['item35', 'item68', 'item12', 'item32', 'item34', 'item11', 'item28', 'item24', 'item10', 'item13']"
360,T861,"['item59', 'item70', 'item14', 'item30', 'item12', 'item32', 'item26', 'item28', 'item25', 'item13']"
361,T621,"['item59', 'item35', 'item30', 'item32', 'item27', 'item34', 'item11', 'item28', 'item25', 'item10']"
362,T399,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
363,T278,"['item59', 'item70', 'item30', 'item68', 'item12', 'item32', 'item26', 'item27', 'item34', 'item36', 'item28', 'item23', 'item24', 'item25', 'item10', 'item13', 'item45']"
364,T888,"['item59', 'item70', 'item14', 'item30', 'item12', 'item32', 'item26', 'item34', 'item11', 'item36', 'item28', 'item24', 'item10', 'item13', 'item45']"
365,T180,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
366,T315,"['item59', 'item70', 'item30', 'item35', 'item68', 'item25', 'item32', 'item27', 'item26', 'item11', 'item36', 'item23', 'item28', 'item24', 'item10', 'item13', 'item45']"
367,T553,"['item30', 'item14', 'item68', 'item12', 'item32', 'item27', 'item34', 'item26', 'item11', 'item28', 'item24', 'item10', 'item13', 'item45']"
368,T654,"['item70', 'item30', 'item32', 'item26', 'item34', 'item27', 'item36', 'item28', 'item11', 'item45']"
369,T283,"['item59', 'item30', 'item68', 'item25', 'item12', 'item32', 'item26', 'item34', 'item36', 'item28', 'item11', 'item23', 'item24', 'item10', 'item45']"
370,T270,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
371,T618,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
372,T93,"['item70', 'item32', 'item34', 'item28', 'item24']"
373,T885,"['item70', 'item14', 'item30', 'item12', 'item32', 'item27', 'item34', 'item26', 'item36', 'item23', 'item24', 'item10', 'item13']"
374,T754,"['item59', 'item70', 'item30', 'item35', 'item68', 'item12', 'item32', 'item27', 'item34', 'item36', 'item28', 'item23', 'item11', 'item10', 'item13', 'item45']"
375,T367,"['item70', 'item30', 'item35', 'item14', 'item68', 'item32', 'item27', 'item36', 'item28', 'item23', 'item24', 'item25', 'item13', 'item45']"
376,T743,"['item59', 'item45', 'item30', 'item35', 'item14', 'item32', 'item27', 'item34', 'item36', 'item28', 'item23', 'item25', 'item13', 'item10']"
377,T436,"['item59', 'item70', 'item30', 'item35', 'item68', 'item25', 'item32', 'item26', 'item34', 'item11', 'item28', 'item23', 'item36', 'item24', 'item10', 'item13', 'item45']"
378,T629,"['item59', 'item14', 'item30', 'item12', 'item32', 'item27', 'item26', 'item28', 'item25', 'item45']"
379,T184,"['item45', 'item30', 'item14', 'item68', 'item12', 'item32', 'item26', 'item34', 'item11', 'item28', 'item23', 'item25', 'item13', 'item10']"
380,T90,"['item14', 'item32', 'item26', 'item11', 'item28', 'item23', 'item24']"
381,T100,"['item59', 'item70', 'item35', 'item30', 'item32', 'item27', 'item34', 'item36']"
382,T102,"['item23', 'item30', 'item32', 'item27']"
383,T318,"['item35', 'item12', 'item32', 'item27', 'item36', 'item11', 'item23', 'item28', 'item10', 'item45']"
384,T134,"['item34', 'item70', 'item32', 'item26']"
385,T851,"['item59', 'item70', 'item35', 'item30', 'item68', 'item25', 'item12', 'item32', 'item27', 'item26', 'item34', 'item36', 'item28', 'item23', 'item10', 'item13', 'item45']"
386,T57,"['item30', 'item14', 'item68', 'item32', 'item26', 'item34', 'item23', 'item24', 'item10']"
387,T534,"['item30', 'item35', 'item14', 'item12', 'item32', 'item27', 'item26', 'item11', 'item28', 'item23', 'item36', 'item24', 'item10', 'item13']"
388,T319,"['item59', 'item14', 'item30', 'item35', 'item68', 'item32', 'item26', 'item27', 'item36', 'item28', 'item24', 'item25', 'item13']"
389,T705,"['item59', 'item70', 'item35', 'item14', 'item68', 'item25', 'item12', 'item32', 'item26', 'item27', 'item36', 'item23', 'item24', 'item10', 'item13', 'item45']"
390,T828,"['item70', 'item35', 'item68', 'item12', 'item32', 'item27', 'item34', 'item26', 'item36', 'item28', 'item11', 'item25', 'item10', 'item13', 'item45']"
391,T336,"['item59', 'item45', 'item35', 'item30', 'item14', 'item68', 'item32', 'item34', 'item11', 'item28', 'item23', 'item36', 'item24', 'item25', 'item10']"
392,T394,"['item14', 'item30', 'item35', 'item68', 'item12', 'item32', 'item26', 'item34', 'item27', 'item36', 'item11', 'item23', 'item28', 'item24', 'item25', 'item13', 'item10']"
393,T285,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
394,T789,"['item59', 'item70', 'item30', 'item35', 'item68', 'item12', 'item32', 'item27', 'item26', 'item34', 'item11', 'item28', 'item23', 'item36', 'item24', 'item25', 'item10', 'item45']"
395,T827,"['item59', 'item70', 'item45', 'item14', 'item35', 'item30', 'item68', 'item12', 'item32', 'item27', 'item26', 'item36', 'item11', 'item28', 'item24', 'item25', 'item13', 'item10']"
396,T605,"['item70', 'item35', 'item30', 'item14', 'item68', 'item32', 'item27', 'item26', 'item34', 'item36', 'item28', 'item23', 'item11', 'item24', 'item25', 'item10', 'item13', 'item45']"
397,T298,"['item70', 'item35', 'item14', 'item30', 'item68', 'item25', 'item12', 'item32', 'item27', 'item26', 'item34', 'item11', 'item36', 'item23', 'item24', 'item10', 'item13', 'item45']"
398,T452,"['item59', 'item70', 'item30', 'item35', 'item14', 'item68', 'item32', 'item27', 'item34', 'item11', 'item23', 'item24', 'item25', 'item13', 'item45']"
399,T706,"['item59', 'item35', 'item30', 'item68', 'item32', 'item36', 'item28', 'item23', 'item25', 'item10']"
400,T547,"['item59', 'item70', 'item30', 'item14', 'item35', 'item12', 'item32', 'item36', 'item28', 'item23', 'item24', 'item45']"
401,T733,"['item70', 'item45', 'item14', 'item30', 'item68', 'item12', 'item32', 'item26', 'item27', 'item34', 'item36', 'item28', 'item23', 'item25', 'item13', 'item10']"
402,T620,"['item59', 'item70', 'item35', 'item14', 'item30', 'item68', 'item25', 'item12', 'item32', 'item26', 'item27', 'item34', 'item28', 'item23', 'item24', 'item10', 'item13', 'item45']"
403,T196,"['item70', 'item30', 'item14', 'item35', 'item68', 'item12', 'item32', 'item26', 'item34', 'item11', 'item28', 'item23', 'item36', 'item24', 'item10', 'item13']"
404,T774,"['item59', 'item70', 'item68', 'item12', 'item32', 'item26', 'item34', 'item36', 'item28', 'item11', 'item24', 'item25', 'item10', 'item13', 'item45']"
405,T20,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
406,T119,"['item30', 'item32', 'item23', 'item24', 'item10', 'item13']"
407,T498,"['item70', 'item30', 'item14', 'item35', 'item12', 'item32', 'item27', 'item34', 'item36', 'item11', 'item23', 'item24', 'item25', 'item45']"
408,T85,"['item59', 'item70', 'item68', 'item12', 'item32', 'item11', 'item10']"
409,T632,"['item59', 'item70', 'item35', 'item14', 'item68', 'item12', 'item32', 'item34', 'item11', 'item28', 'item23', 'item24', 'item10', 'item13', 'item45']"
410,T702,"['item59', 'item70', 'item35', 'item14', 'item68', 'item12', 'item32', 'item27', 'item11', 'item13', 'item45']"
411,T30,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
412,T902,"['item59', 'item70', 'item35', 'item14', 'item25', 'item12', 'item32', 'item26', 'item34', 'item36', 'item11', 'item28', 'item23', 'item24', 'item10', 'item45']"
413,T732,"['item70', 'item30', 'item32', 'item27', 'item26', 'item11', 'item28', 'item24', 'item10', 'item13', 'item45']"
414,T141,"['item14', 'item32', 'item26', 'item36', 'item11', 'item24', 'item25', 'item13']"
415,T408,"['item59', 'item70', 'item30', 'item14', 'item68', 'item25', 'item12', 'item32', 'item27', 'item26', 'item11', 'item28', 'item23', 'item24', 'item10', 'item13', 'item45']"
416,T530,"['item59', 'item35', 'item30', 'item12', 'item32', 'item27', 'item26', 'item34', 'item36', 'item28', 'item11', 'item10', 'item13', 'item45']"
417,T390,"['item59', 'item14', 'item30', 'item68', 'item32', 'item27', 'item26', 'item11', 'item36', 'item23', 'item10', 'item13']"
418,T47,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
419,T779,"['item59', 'item30', 'item14', 'item68', 'item25', 'item12', 'item32', 'item27', 'item26', 'item34', 'item11', 'item28', 'item10', 'item13', 'item45']"
420,T22,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
421,T353,"['item59', 'item70', 'item30', 'item68', 'item27', 'item11', 'item36', 'item28', 'item24', 'item25', 'item13']"
422,T265,"['item59', 'item70', 'item35', 'item30', 'item14', 'item68', 'item12', 'item32', 'item27', 'item34', 'item36', 'item28', 'item23', 'item11', 'item24', 'item25', 'item13', 'item45']"
423,T107,"['item10', 'item68', 'item70', 'item30']"
424,T332,"['item59', 'item30', 'item32', 'item27', 'item36', 'item28', 'item23', 'item24', 'item25', 'item13']"
425,T686,"['item59', 'item70', 'item30', 'item14', 'item35', 'item68', 'item25', 'item32', 'item26', 'item27', 'item34', 'item36', 'item11', 'item23', 'item24', 'item10', 'item13', 'item45']"
426,T395,"['item59', 'item35', 'item30', 'item14', 'item68', 'item25', 'item12', 'item32', 'item27', 'item34', 'item36', 'item28', 'item23', 'item24', 'item10', 'item45']"
427,T989,"['item59', 'item70', 'item35', 'item30', 'item68', 'item12', 'item32', 'item26', 'item27', 'item34', 'item36', 'item11', 'item24', 'item25', 'item10', 'item13', 'item45']"
428,T190,"['item59', 'item70', 'item45', 'item30', 'item14', 'item35', 'item12', 'item32', 'item26', 'item27', 'item34', 'item11', 'item36', 'item23', 'item28', 'item24', 'item25', 'item10']"
429,T672,"['item59', 'item35', 'item30', 'item68', 'item12', 'item32', 'item26', 'item27', 'item36', 'item28', 'item11', 'item25', 'item13']"
430,T473,"['item35', 'item30', 'item68', 'item25', 'item12', 'item26', 'item34', 'item11', 'item28', 'item10', 'item45']"
431,T912,"['item70', 'item45', 'item35', 'item30', 'item14', 'item68', 'item12', 'item32', 'item26', 'item27', 'item34', 'item11', 'item28', 'item23', 'item24', 'item25', 'item13', 'item10']"
432,T65,"['item30', 'item68', 'item27', 'item34', 'item11', 'item25', 'item45']"
433,T770,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11']"
434,T803,"['item68', 'item24', 'item10', 'item59', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
435,T642,"['item59', 'item70', 'item30', 'item35', 'item14', 'item68', 'item32', 'item26', 'item34', 'item27', 'item11', 'item24', 'item25', 'item13', 'item45']"
436,T396,"['item59', 'item70', 'item30', 'item12', 'item26', 'item34', 'item27', 'item36', 'item11', 'item24', 'item25', 'item10', 'item13', 'item45']"
437,T423,"['item59', 'item70', 'item30', 'item35', 'item25', 'item12', 'item32', 'item27', 'item34', 'item26', 'item11', 'item36', 'item23', 'item24', 'item10', 'item13', 'item45']"
438,T769,"['item59', 'item30', 'item35', 'item32', 'item26', 'item34', 'item36', 'item28', 'item23', 'item11', 'item24', 'item25', 'item13', 'item45']"
439,T872,"['item59', 'item70', 'item30', 'item35', 'item14', 'item68', 'item12', 'item32', 'item27', 'item34', 'item26', 'item11', 'item28', 'item23', 'item36', 'item24', 'item10', 'item45']"
440,T717,"['item35', 'item30', 'item14', 'item25', 'item32', 'item27', 'item11', 'item36', 'item23', 'item24', 'item10', 'item13']"
441,T793,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
442,T517,"['item30', 'item68', 'item25', 'item27', 'item34', 'item36', 'item28', 'item23', 'item10', 'item45']"
443,T636,"['item70', 'item45', 'item30', 'item14', 'item12', 'item26', 'item34', 'item27', 'item36', 'item28', 'item11', 'item24', 'item25', 'item10']"
444,T638,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
445,T699,"['item30', 'item14', 'item12', 'item32', 'item27', 'item11', 'item28', 'item23', 'item36', 'item24', 'item10', 'item45']"
446,T1,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
447,T728,"['item70', 'item30', 'item14', 'item68', 'item12', 'item32', 'item27', 'item26', 'item11', 'item23', 'item24', 'item25', 'item45']"
448,T38,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
449,T503,"['item59', 'item70', 'item35', 'item14', 'item30', 'item25', 'item12', 'item27', 'item34', 'item26', 'item11', 'item28', 'item23', 'item24', 'item10', 'item13', 'item45']"
450,T684,"['item59', 'item70', 'item35', 'item30', 'item14', 'item68', 'item25', 'item12', 'item32', 'item27', 'item34', 'item11', 'item28', 'item23', 'item24', 'item10', 'item13', 'item45']"
451,T791,"['item59', 'item70', 'item30', 'item35', 'item68', 'item12', 'item32', 'item26', 'item34', 'item36', 'item28', 'item23', 'item11', 'item24', 'item25', 'item13', 'item45']"
452,T837,"['item59', 'item30', 'item12', 'item32', 'item26', 'item27', 'item28', 'item23', 'item24', 'item10', 'item13']"
453,T472,"['item59', 'item30', 'item68', 'item25', 'item12', 'item32', 'item26', 'item36', 'item28', 'item24', 'item10', 'item13', 'item45']"
454,T246,"['item59', 'item70', 'item45', 'item30', 'item14', 'item35', 'item68', 'item12', 'item32', 'item26', 'item34', 'item11', 'item36', 'item23', 'item24', 'item25', 'item13', 'item10']"
455,T92,"['item59', 'item30', 'item25', 'item26', 'item10']"
456,T167,"['item70', 'item30', 'item35', 'item12', 'item32', 'item26', 'item34', 'item36', 'item28', 'item25', 'item10', 'item13', 'item45']"
457,T460,"['item35', 'item30', 'item68', 'item12', 'item32', 'item27', 'item23', 'item24', 'item25', 'item45']"
458,T753,"['item70', 'item30', 'item14', 'item68', 'item12', 'item26', 'item34', 'item36', 'item28', 'item23', 'item25', 'item13', 'item45']"
459,T35,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
460,T496,"['item68', 'item24', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
461,T581,"['item59', 'item70', 'item35', 'item14', 'item30', 'item25', 'item12', 'item27', 'item26', 'item34', 'item11', 'item28', 'item23', 'item24', 'item10', 'item13']"
462,T628,"['item59', 'item70', 'item14', 'item30', 'item35', 'item68', 'item32', 'item26', 'item36', 'item11', 'item23', 'item28', 'item24', 'item25', 'item13', 'item45']"
463,T448,"['item59', 'item14', 'item30', 'item68', 'item12', 'item32', 'item26', 'item34', 'item36', 'item23', 'item24', 'item13', 'item45']"
464,T895,"['item59', 'item70', 'item14', 'item30', 'item35', 'item32', 'item26', 'item34', 'item11', 'item28', 'item23', 'item24', 'item25', 'item13']"
465,T73,"['item30', 'item68', 'item12', 'item23', 'item10', 'item13']"
466,T385,"['item59', 'item70', 'item14', 'item30', 'item68', 'item32', 'item27', 'item26', 'item34', 'item36', 'item23', 'item25', 'item13', 'item45']"
467,T922,"['item70', 'item30', 'item35', 'item68', 'item12', 'item34', 'item11', 'item28', 'item25', 'item13', 'item45']"
468,T75,"['item30', 'item32', 'item27', 'item11', 'item23', 'item24']"
469,T4,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
470,T863,"['item30', 'item25', 'item12', 'item32', 'item26', 'item34', 'item11', 'item36', 'item23', 'item10']"
471,T466,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item34', 'item36', 'item11']"
472,T821,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item11', 'item36']"
473,T941,"['item59', 'item70', 'item14', 'item35', 'item68', 'item12', 'item27', 'item34', 'item36', 'item28', 'item23', 'item11', 'item24', 'item10', 'item13']"
474,T535,"['item59', 'item70', 'item35', 'item30', 'item14', 'item68', 'item25', 'item34', 'item11', 'item28', 'item24', 'item10', 'item13', 'item45']"
475,T846,"['item59', 'item70', 'item35', 'item30', 'item68', 'item32', 'item27', 'item11', 'item28', 'item36', 'item23', 'item24', 'item25']"
476,T279,"['item59', 'item35', 'item68', 'item32', 'item27', 'item26', 'item34', 'item36', 'item28', 'item25', 'item10', 'item13', 'item45']"
477,T932,"['item59', 'item70', 'item14', 'item35', 'item30', 'item68', 'item12', 'item26', 'item34', 'item27', 'item11', 'item28', 'item23', 'item36', 'item24', 'item25']"
478,T900,"['item59', 'item70', 'item12', 'item32', 'item27', 'item34', 'item26', 'item28', 'item25', 'item13']"
479,T36,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
480,T719,"['item59', 'item14', 'item30', 'item32', 'item26', 'item34', 'item11', 'item28', 'item23', 'item24', 'item25', 'item45']"
481,T18,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
482,T829,"['item68', 'item24', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
483,T271,"['item59', 'item35', 'item30', 'item12', 'item26', 'item34', 'item27', 'item11', 'item28', 'item36', 'item25', 'item13', 'item10']"
484,T884,"['item59', 'item35', 'item14', 'item30', 'item68', 'item12', 'item32', 'item27', 'item34', 'item36', 'item28', 'item25', 'item13', 'item10']"
485,T68,"['item70', 'item30', 'item68', 'item34', 'item28', 'item25', 'item45']"
486,T990,"['item59', 'item70', 'item14', 'item35', 'item12', 'item27', 'item34', 'item11', 'item28', 'item23', 'item25']"
487,T334,"['item59', 'item70', 'item30', 'item14', 'item35', 'item68', 'item32', 'item27', 'item34', 'item26', 'item11', 'item28', 'item23', 'item36', 'item25', 'item13', 'item45']"
488,T50,"['item59', 'item70', 'item30', 'item25', 'item12', 'item32', 'item27', 'item26', 'item34', 'item11', 'item28', 'item23', 'item24', 'item10', 'item13']"
489,T987,"['item35', 'item14', 'item30', 'item68', 'item12', 'item32', 'item26', 'item27', 'item28', 'item13']"
490,T836,"['item70', 'item35', 'item30', 'item68', 'item12', 'item26', 'item34', 'item27', 'item11', 'item36', 'item28', 'item25', 'item45']"
491,T210,"['item70', 'item35', 'item68', 'item12', 'item32', 'item26', 'item34', 'item28', 'item25', 'item45']"
492,T476,"['item68', 'item24', 'item10', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
493,T690,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item12', 'item34', 'item36', 'item11']"
494,T339,"['item70', 'item30', 'item35', 'item68', 'item32', 'item26', 'item27', 'item36', 'item28', 'item23', 'item24', 'item25', 'item13', 'item45']"
495,T224,"['item35', 'item30', 'item68', 'item25', 'item12', 'item32', 'item26', 'item27', 'item11', 'item28', 'item23', 'item36', 'item24', 'item10', 'item13', 'item45']"
496,T559,"['item59', 'item70', 'item45', 'item35', 'item30', 'item14', 'item68', 'item12', 'item32', 'item26', 'item27', 'item11', 'item28', 'item23', 'item36', 'item25', 'item13', 'item10']"
497,T153,"['item59', 'item70', 'item68', 'item25', 'item12', 'item27', 'item26', 'item34', 'item36', 'item28', 'item23', 'item11', 'item24', 'item10', 'item13', 'item45']"
498,T429,"['item14', 'item35', 'item68', 'item27', 'item26', 'item11', 'item28', 'item23', 'item36', 'item25', 'item10']"
499,T730,"['item30', 'item14', 'item68', 'item25', 'item34', 'item28', 'item23', 'item24', 'item10', 'item13']"
500,T309,"['item70', 'item14', 'item30', 'item68', 'item32', 'item27', 'item34', 'item36', 'item28', 'item24', 'item13', 'item45']"
501,T507,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
502,T272,"['item59', 'item30', 'item35', 'item14', 'item68', 'item12', 'item27', 'item34', 'item11', 'item28', 'item24', 'item25', 'item13']"
503,T442,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item34', 'item36', 'item11']"
504,T985,"['item59', 'item14', 'item30', 'item32', 'item27', 'item34', 'item26', 'item28', 'item23', 'item24', 'item25', 'item13']"
505,T257,"['item59', 'item70', 'item30', 'item35', 'item14', 'item68', 'item25', 'item12', 'item32', 'item27', 'item26', 'item34', 'item11', 'item28', 'item24', 'item10', 'item13', 'item45']"
506,T835,"['item59', 'item70', 'item14', 'item30', 'item35', 'item68', 'item12', 'item26', 'item27', 'item11', 'item28', 'item23', 'item36', 'item24', 'item25', 'item10', 'item13', 'item45']"
507,T48,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
508,T490,"['item59', 'item70', 'item30', 'item35', 'item68', 'item25', 'item12', 'item32', 'item26', 'item34', 'item11', 'item28', 'item36', 'item24', 'item10', 'item13']"
509,T715,"['item59', 'item70', 'item14', 'item35', 'item25', 'item12', 'item32', 'item27', 'item34', 'item26', 'item11', 'item28', 'item23', 'item36', 'item24', 'item10', 'item13', 'item45']"
510,T253,"['item59', 'item14', 'item35', 'item30', 'item68', 'item12', 'item32', 'item27', 'item34', 'item26', 'item36', 'item11', 'item28', 'item23', 'item24', 'item10', 'item13', 'item45']"
511,T746,"['item30', 'item35', 'item68', 'item25', 'item12', 'item27', 'item26', 'item34', 'item11', 'item28', 'item23', 'item10', 'item13', 'item45']"
512,T444,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
513,T497,"['item35', 'item12', 'item32', 'item27', 'item34', 'item11', 'item28', 'item36', 'item24', 'item10']"
514,T624,"['item59', 'item70', 'item30', 'item68', 'item25', 'item12', 'item11', 'item28', 'item36', 'item10']"
515,T127,"['item70', 'item35', 'item14', 'item68', 'item27', 'item11', 'item24', 'item45']"
516,T959,"['item59', 'item70', 'item35', 'item14', 'item68', 'item12', 'item32', 'item26', 'item27', 'item28', 'item23', 'item24', 'item13', 'item45']"
517,T370,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
518,T640,"['item70', 'item14', 'item68', 'item12', 'item32', 'item27', 'item26', 'item11', 'item36', 'item28', 'item24', 'item25', 'item10']"
519,T398,"['item59', 'item30', 'item14', 'item68', 'item32', 'item26', 'item27', 'item36', 'item28', 'item10', 'item45']"
520,T905,"['item59', 'item35', 'item14', 'item30', 'item68', 'item12', 'item32', 'item27', 'item34', 'item11', 'item28', 'item23', 'item36', 'item24', 'item13', 'item45']"
521,T2,"['item59', 'item70', 'item14', 'item30', 'item68', 'item12', 'item32', 'item26', 'item27', 'item34', 'item36', 'item28', 'item23', 'item25', 'item13', 'item45']"
522,T543,"['item59', 'item70', 'item68', 'item12', 'item32', 'item27', 'item34', 'item26', 'item36', 'item11', 'item13']"
